#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IGSF1	STC2	9606.ENSP00000359940	9606.ENSP00000265087	0	0	0	0	0	0	0	0.418	0.418
IGSF3	TSPAN15	9606.ENSP00000358495	9606.ENSP00000362387	0	0	0	0	0.076	0.282	0	0.333	0.519
ILDR2	SPATS2	9606.ENSP00000271417	9606.ENSP00000448228	0	0	0	0	0	0	0	0.473	0.473
ITGB4	PLXNC1	9606.ENSP00000200181	9606.ENSP00000258526	0	0	0	0	0	0.141	0	0.386	0.450
ITGB4	TSPAN8	9606.ENSP00000200181	9606.ENSP00000377003	0	0	0	0	0.106	0	0	0.410	0.451
ITGB4	THBS4	9606.ENSP00000200181	9606.ENSP00000339730	0	0	0	0	0.062	0	0.600	0.059	0.616
ITGB4	SPP1	9606.ENSP00000200181	9606.ENSP00000378517	0	0	0	0	0	0	0.600	0.213	0.671
ITGB4	VWF	9606.ENSP00000200181	9606.ENSP00000261405	0	0	0	0	0.102	0.060	0.600	0.261	0.717
ITGB4	LAMC1	9606.ENSP00000200181	9606.ENSP00000258341	0	0	0	0	0.062	0.346	0.900	0.334	0.953
ITGB4	LAMA4	9606.ENSP00000200181	9606.ENSP00000230538	0	0	0	0	0.062	0.130	0.900	0.576	0.960
ITGB4	LAMC2	9606.ENSP00000200181	9606.ENSP00000264144	0	0	0	0	0.117	0.130	0.900	0.568	0.962
ITGB4	LAMA3	9606.ENSP00000200181	9606.ENSP00000324532	0	0	0	0	0.173	0.260	0.900	0.609	0.972
ITPKA	ITPR3	9606.ENSP00000260386	9606.ENSP00000363435	0	0	0	0	0.062	0.123	0	0.371	0.437
ITPKA	SLC9A3	9606.ENSP00000260386	9606.ENSP00000264938	0	0	0	0	0.123	0	0	0.552	0.590
ITPKA	PLCH2	9606.ENSP00000260386	9606.ENSP00000367747	0	0	0	0	0.096	0	0.650	0.202	0.725
ITPR3	SNAP25	9606.ENSP00000363435	9606.ENSP00000254976	0	0	0	0	0	0	0.650	0.256	0.728
KIF11	TRIP13	9606.ENSP00000260731	9606.ENSP00000166345	0	0	0	0	0.878	0	0	0.274	0.908
KIF11	POLE2	9606.ENSP00000260731	9606.ENSP00000216367	0	0	0	0	0.901	0	0	0.239	0.922
KIF11	MYBL2	9606.ENSP00000260731	9606.ENSP00000217026	0	0	0	0	0.565	0	0	0.224	0.648
KIF11	RNASEH2A	9606.ENSP00000260731	9606.ENSP00000221486	0	0	0	0	0.456	0	0	0	0.456
KIF11	NCAPH	9606.ENSP00000260731	9606.ENSP00000240423	0	0	0	0	0.918	0.150	0	0.422	0.956
KIF11	NCAPG	9606.ENSP00000260731	9606.ENSP00000251496	0	0	0	0	0.985	0.155	0	0.508	0.993
KIF11	TROAP	9606.ENSP00000260731	9606.ENSP00000257909	0	0	0	0	0.669	0	0	0.095	0.688
KIF11	KIF23	9606.ENSP00000260731	9606.ENSP00000260363	0	0	0	0.581	0.980	0.320	0.500	0.855	0.995
KIF11	UBE2T	9606.ENSP00000260731	9606.ENSP00000356243	0	0	0	0	0.465	0.077	0	0.068	0.500
KIF11	STMN1	9606.ENSP00000260731	9606.ENSP00000410452	0	0	0	0	0.226	0.104	0	0.369	0.525
KIF11	PKMYT1	9606.ENSP00000260731	9606.ENSP00000262300	0	0	0	0	0.333	0.102	0	0.352	0.578
KIF11	TUBB4A	9606.ENSP00000260731	9606.ENSP00000264071	0	0	0	0	0.066	0.394	0	0.343	0.595
KIF11	KIF1A	9606.ENSP00000260731	9606.ENSP00000438388	0	0	0	0.619	0	0	0.500	0.644	0.619
KIF11	PRR11	9606.ENSP00000260731	9606.ENSP00000262293	0	0	0	0	0.623	0.062	0	0.043	0.632
KIF11	RAD54L	9606.ENSP00000260731	9606.ENSP00000361043	0	0	0	0	0.615	0.081	0	0.223	0.701
KIF11	SPDL1	9606.ENSP00000260731	9606.ENSP00000265295	0	0	0	0	0.623	0.270	0	0.168	0.751
KIF11	KIF21B	9606.ENSP00000260731	9606.ENSP00000411831	0	0	0	0.624	0.432	0	0.500	0.555	0.763
KIF11	STIL	9606.ENSP00000260731	9606.ENSP00000360944	0	0	0	0	0.783	0	0	0.220	0.823
KIF11	MCM6	9606.ENSP00000260731	9606.ENSP00000264156	0	0	0	0	0.769	0.057	0	0.306	0.835
KIF11	SKA1	9606.ENSP00000260731	9606.ENSP00000285116	0	0	0	0	0.661	0	0	0.676	0.885
KIF11	ZWINT	9606.ENSP00000260731	9606.ENSP00000363055	0	0	0	0	0.796	0.105	0	0.465	0.893
KIF11	MCM2	9606.ENSP00000260731	9606.ENSP00000265056	0	0	0	0	0.898	0.057	0	0.307	0.928
KIF11	MCM3	9606.ENSP00000260731	9606.ENSP00000480987	0	0	0	0	0.927	0.057	0	0.219	0.942
KIF11	TACC3	9606.ENSP00000260731	9606.ENSP00000326550	0	0	0	0	0.907	0.145	0	0.630	0.968
KIF11	NEK2	9606.ENSP00000260731	9606.ENSP00000355966	0	0	0	0	0.920	0.082	0	0.614	0.969
KIF11	KIF2C	9606.ENSP00000260731	9606.ENSP00000361298	0	0	0	0.638	0.921	0	0.500	0.838	0.971
KIF11	MCM4	9606.ENSP00000260731	9606.ENSP00000262105	0	0	0	0	0.962	0.057	0	0.303	0.973
KIF11	MKI67	9606.ENSP00000260731	9606.ENSP00000357643	0	0	0	0	0.959	0.102	0	0.388	0.975
KIF11	KIF4A	9606.ENSP00000260731	9606.ENSP00000363524	0	0	0	0.649	0.959	0	0.500	0.826	0.984
KIF11	TOP2A	9606.ENSP00000260731	9606.ENSP00000411532	0	0	0	0	0.968	0	0	0.624	0.987
KIF11	NUF2	9606.ENSP00000260731	9606.ENSP00000271452	0	0	0	0	0.944	0.138	0	0.761	0.987
KIF11	KIF20A	9606.ENSP00000260731	9606.ENSP00000378356	0	0	0	0.580	0.966	0.139	0.500	0.749	0.989
KIF11	NUSAP1	9606.ENSP00000260731	9606.ENSP00000453403	0	0	0	0	0.986	0	0	0.578	0.993
KIF11	NDC80	9606.ENSP00000260731	9606.ENSP00000261597	0	0	0	0	0.975	0.181	0	0.795	0.995
KIF11	TTK	9606.ENSP00000260731	9606.ENSP00000358813	0	0	0	0	0.980	0.348	0	0.666	0.995
KIF11	TPX2	9606.ENSP00000260731	9606.ENSP00000300403	0	0	0	0	0.958	0	0	0.934	0.997
KIF1A	SNAP25	9606.ENSP00000438388	9606.ENSP00000254976	0	0	0	0	0.354	0.071	0	0.363	0.584
KIF1A	KIF23	9606.ENSP00000438388	9606.ENSP00000260363	0	0	0	0.575	0	0.100	0.500	0.416	0.608
KIF1A	SYT1	9606.ENSP00000438388	9606.ENSP00000261205	0	0	0	0	0.319	0	0	0.373	0.555
KIF1A	TUBB4A	9606.ENSP00000438388	9606.ENSP00000264071	0	0	0	0	0.347	0.172	0	0.153	0.502
KIF1A	MAP2	9606.ENSP00000438388	9606.ENSP00000353508	0	0	0	0	0.315	0.078	0	0.211	0.459
KIF1A	KIF2C	9606.ENSP00000438388	9606.ENSP00000361298	0	0	0	0.634	0	0	0.500	0.508	0.589
KIF1A	KIF4A	9606.ENSP00000438388	9606.ENSP00000363524	0	0	0	0.625	0	0.060	0.500	0.526	0.602
KIF1A	KIF20A	9606.ENSP00000438388	9606.ENSP00000378356	0	0	0	0.575	0	0.314	0.500	0.442	0.706
KIF1A	KIF21B	9606.ENSP00000438388	9606.ENSP00000411831	0	0	0	0.569	0.062	0.060	0.300	0.565	0.487
KIF1A	STMN2	9606.ENSP00000438388	9606.ENSP00000429243	0	0	0	0	0.349	0.104	0	0.320	0.569
KIF1A	PAFAH1B3	9606.ENSP00000438388	9606.ENSP00000444935	0	0	0	0	0	0	0	0.720	0.720
KIF20A	TRIP13	9606.ENSP00000378356	9606.ENSP00000166345	0	0	0	0	0.825	0.270	0	0.272	0.899
KIF20A	POLE2	9606.ENSP00000378356	9606.ENSP00000216367	0	0	0	0	0.601	0	0	0.450	0.772
KIF20A	MYBL2	9606.ENSP00000378356	9606.ENSP00000217026	0	0	0	0	0.548	0	0	0.234	0.639
KIF20A	RNASEH2A	9606.ENSP00000378356	9606.ENSP00000221486	0	0	0	0	0.588	0	0	0	0.588
KIF20A	NCAPH	9606.ENSP00000378356	9606.ENSP00000240423	0	0	0	0	0.812	0.245	0	0.379	0.904
KIF20A	NCAPG	9606.ENSP00000378356	9606.ENSP00000251496	0	0	0	0	0.948	0.077	0	0.471	0.972
KIF20A	TROAP	9606.ENSP00000378356	9606.ENSP00000257909	0	0	0	0	0.899	0	0	0.310	0.927
KIF20A	KIF23	9606.ENSP00000378356	9606.ENSP00000260363	0	0	0	0.663	0.881	0.270	0.300	0.853	0.952
KIF20A	NDC80	9606.ENSP00000378356	9606.ENSP00000261597	0	0	0	0	0.931	0.181	0	0.298	0.957
KIF20A	MCM4	9606.ENSP00000378356	9606.ENSP00000262105	0	0	0	0	0.838	0.282	0	0.198	0.899
KIF20A	PRR11	9606.ENSP00000378356	9606.ENSP00000262293	0	0	0	0	0.596	0.127	0	0	0.632
KIF20A	PKMYT1	9606.ENSP00000378356	9606.ENSP00000262300	0	0	0	0	0.579	0.102	0	0.157	0.654
KIF20A	MCM6	9606.ENSP00000378356	9606.ENSP00000264156	0	0	0	0	0.726	0.057	0	0.209	0.778
KIF20A	MCM2	9606.ENSP00000378356	9606.ENSP00000265056	0	0	0	0	0.795	0.057	0	0.298	0.852
KIF20A	SPDL1	9606.ENSP00000378356	9606.ENSP00000265295	0	0	0	0	0.738	0	0	0.317	0.813
KIF20A	NUF2	9606.ENSP00000378356	9606.ENSP00000271452	0	0	0	0	0.826	0.138	0	0.533	0.924
KIF20A	SKA1	9606.ENSP00000378356	9606.ENSP00000285116	0	0	0	0	0.745	0	0	0.404	0.841
KIF20A	TPX2	9606.ENSP00000378356	9606.ENSP00000300403	0	0	0	0	0.958	0.270	0	0.560	0.985
KIF20A	TACC3	9606.ENSP00000378356	9606.ENSP00000326550	0	0	0	0	0.658	0.128	0	0.284	0.768
KIF20A	NEK2	9606.ENSP00000378356	9606.ENSP00000355966	0	0	0	0	0.923	0.058	0	0.478	0.959
KIF20A	UBE2T	9606.ENSP00000378356	9606.ENSP00000356243	0	0	0	0	0.564	0.077	0	0.061	0.589
KIF20A	MKI67	9606.ENSP00000378356	9606.ENSP00000357643	0	0	0	0	0.913	0.400	0	0.278	0.959
KIF20A	TTK	9606.ENSP00000378356	9606.ENSP00000358813	0	0	0	0	0.920	0.150	0	0.529	0.965
KIF20A	STIL	9606.ENSP00000378356	9606.ENSP00000360944	0	0	0	0	0.601	0	0	0.172	0.655
KIF20A	RAD54L	9606.ENSP00000378356	9606.ENSP00000361043	0	0	0	0	0.644	0.081	0	0.323	0.759
KIF20A	KIF2C	9606.ENSP00000378356	9606.ENSP00000361298	0	0	0	0.578	0.915	0	0.500	0.661	0.968
KIF20A	ZWINT	9606.ENSP00000378356	9606.ENSP00000363055	0	0	0	0	0.784	0.105	0	0.398	0.873
KIF20A	KIF4A	9606.ENSP00000378356	9606.ENSP00000363524	0	0	0	0.579	0.931	0.066	0.500	0.848	0.977
KIF20A	TCF19	9606.ENSP00000378356	9606.ENSP00000365433	0	0	0	0	0.855	0	0	0	0.855
KIF20A	STMN1	9606.ENSP00000378356	9606.ENSP00000410452	0	0	0	0	0.220	0.104	0	0.373	0.523
KIF20A	KIF21B	9606.ENSP00000378356	9606.ENSP00000411831	0	0	0	0.570	0.185	0.066	0.500	0.184	0.612
KIF20A	MCM3	9606.ENSP00000378356	9606.ENSP00000480987	0	0	0	0	0.755	0.329	0	0.146	0.848
KIF20A	NUSAP1	9606.ENSP00000378356	9606.ENSP00000453403	0	0	0	0	0.938	0.270	0	0.527	0.977
KIF20A	TOP2A	9606.ENSP00000378356	9606.ENSP00000411532	0	0	0	0	0.972	0.270	0	0.541	0.990
KIF21B	KIF23	9606.ENSP00000411831	9606.ENSP00000260363	0	0	0	0.574	0.185	0.066	0.500	0.177	0.611
KIF21B	KIF2C	9606.ENSP00000411831	9606.ENSP00000361298	0	0	0	0.623	0.088	0.056	0.500	0.262	0.572
KIF21B	KIF4A	9606.ENSP00000411831	9606.ENSP00000363524	0	0	0	0.717	0	0	0.500	0.793	0.611
KIF21B	MCM3	9606.ENSP00000411831	9606.ENSP00000480987	0	0	0	0	0.350	0.057	0	0.129	0.419
KIF23	TRIP13	9606.ENSP00000260363	9606.ENSP00000166345	0	0	0	0	0.688	0.270	0	0.140	0.787
KIF23	POLE2	9606.ENSP00000260363	9606.ENSP00000216367	0	0	0	0	0.432	0	0	0.188	0.519
KIF23	MYBL2	9606.ENSP00000260363	9606.ENSP00000217026	0	0	0	0	0.544	0	0	0.329	0.681
KIF23	NCAPH	9606.ENSP00000260363	9606.ENSP00000240423	0	0	0	0	0.777	0.391	0	0.418	0.914
KIF23	NCAPG	9606.ENSP00000260363	9606.ENSP00000251496	0	0	0	0	0.894	0.077	0	0.412	0.937
KIF23	TROAP	9606.ENSP00000260363	9606.ENSP00000257909	0	0	0	0	0.666	0	0	0.085	0.681
KIF23	STMN1	9606.ENSP00000260363	9606.ENSP00000410452	0	0	0	0	0.175	0.104	0	0.265	0.410
KIF23	PRR11	9606.ENSP00000260363	9606.ENSP00000262293	0	0	0	0	0.375	0.163	0	0	0.454
KIF23	WDR62	9606.ENSP00000260363	9606.ENSP00000384792	0	0	0	0	0.160	0.270	0	0.183	0.456
KIF23	STIL	9606.ENSP00000260363	9606.ENSP00000360944	0	0	0	0	0.560	0	0	0.181	0.624
KIF23	SPDL1	9606.ENSP00000260363	9606.ENSP00000265295	0	0	0	0	0.648	0	0	0.063	0.656
KIF23	UBE2T	9606.ENSP00000260363	9606.ENSP00000356243	0	0	0	0	0.573	0.077	0	0.205	0.660
KIF23	RAD54L	9606.ENSP00000260363	9606.ENSP00000361043	0	0	0	0	0.557	0.081	0	0.242	0.664
KIF23	SKA1	9606.ENSP00000260363	9606.ENSP00000285116	0	0	0	0	0.619	0	0	0.189	0.678
KIF23	TACC3	9606.ENSP00000260363	9606.ENSP00000326550	0	0	0	0	0.711	0.128	0	0.238	0.791
KIF23	ZWINT	9606.ENSP00000260363	9606.ENSP00000363055	0	0	0	0	0.782	0.105	0	0.422	0.877
KIF23	MKI67	9606.ENSP00000260363	9606.ENSP00000357643	0	0	0	0	0.729	0.502	0	0.165	0.877
KIF23	MCM6	9606.ENSP00000260363	9606.ENSP00000264156	0	0	0	0	0.848	0.057	0	0.251	0.884
KIF23	MCM2	9606.ENSP00000260363	9606.ENSP00000265056	0	0	0	0	0.857	0.057	0	0.253	0.891
KIF23	NUF2	9606.ENSP00000260363	9606.ENSP00000271452	0	0	0	0	0.803	0.138	0	0.430	0.895
KIF23	NEK2	9606.ENSP00000260363	9606.ENSP00000355966	0	0	0	0	0.848	0.058	0	0.385	0.904
KIF23	MCM4	9606.ENSP00000260363	9606.ENSP00000262105	0	0	0	0	0.887	0.057	0	0.231	0.911
KIF23	KIF2C	9606.ENSP00000260363	9606.ENSP00000361298	0	0	0	0.574	0.795	0	0.500	0.690	0.924
KIF23	TPX2	9606.ENSP00000260363	9606.ENSP00000300403	0	0	0	0	0.867	0	0	0.526	0.934
KIF23	TTK	9606.ENSP00000260363	9606.ENSP00000358813	0	0	0	0	0.895	0.150	0	0.486	0.950
KIF23	MCM3	9606.ENSP00000260363	9606.ENSP00000480987	0	0	0	0	0.926	0.346	0	0.250	0.960
KIF23	NDC80	9606.ENSP00000260363	9606.ENSP00000261597	0	0	0	0	0.960	0.181	0	0.223	0.972
KIF23	NUSAP1	9606.ENSP00000260363	9606.ENSP00000453403	0	0	0	0	0.959	0	0	0.441	0.976
KIF23	TOP2A	9606.ENSP00000260363	9606.ENSP00000411532	0	0	0	0	0.951	0.270	0	0.501	0.980
KIF23	KIF4A	9606.ENSP00000260363	9606.ENSP00000363524	0	0	0	0.583	0.945	0.066	0.500	0.912	0.982
KIF2C	TRIP13	9606.ENSP00000361298	9606.ENSP00000166345	0	0	0	0	0.797	0	0	0.229	0.837
KIF2C	POLE2	9606.ENSP00000361298	9606.ENSP00000216367	0	0	0	0	0.617	0	0	0.201	0.681
KIF2C	MYBL2	9606.ENSP00000361298	9606.ENSP00000217026	0	0	0	0	0.599	0	0	0.324	0.717
KIF2C	RNASEH2A	9606.ENSP00000361298	9606.ENSP00000221486	0	0	0	0	0.726	0	0	0.054	0.729
KIF2C	NCAPH	9606.ENSP00000361298	9606.ENSP00000240423	0	0	0	0	0.769	0.150	0	0.295	0.849
KIF2C	NCAPG	9606.ENSP00000361298	9606.ENSP00000251496	0	0	0	0	0.883	0.077	0	0.467	0.937
KIF2C	TROAP	9606.ENSP00000361298	9606.ENSP00000257909	0	0	0	0	0.926	0	0	0.258	0.943
KIF2C	NDC80	9606.ENSP00000361298	9606.ENSP00000261597	0	0	0	0	0.917	0.181	0	0.700	0.977
KIF2C	MCM4	9606.ENSP00000361298	9606.ENSP00000262105	0	0	0	0	0.777	0.057	0	0.362	0.854
KIF2C	PRR11	9606.ENSP00000361298	9606.ENSP00000262293	0	0	0	0	0.427	0.062	0	0	0.440
KIF2C	PKMYT1	9606.ENSP00000361298	9606.ENSP00000262300	0	0	0	0	0.676	0.118	0	0.249	0.766
KIF2C	MCM6	9606.ENSP00000361298	9606.ENSP00000264156	0	0	0	0	0.549	0.057	0	0.249	0.653
KIF2C	MCM2	9606.ENSP00000361298	9606.ENSP00000265056	0	0	0	0	0.788	0.057	0	0.299	0.848
KIF2C	SPDL1	9606.ENSP00000361298	9606.ENSP00000265295	0	0	0	0	0.648	0	0	0.179	0.699
KIF2C	NUF2	9606.ENSP00000361298	9606.ENSP00000271452	0	0	0	0	0.755	0.138	0	0.614	0.911
KIF2C	SKA1	9606.ENSP00000361298	9606.ENSP00000285116	0	0	0	0	0.622	0	0	0.604	0.844
KIF2C	TPX2	9606.ENSP00000361298	9606.ENSP00000300403	0	0	0	0	0.941	0	0	0.688	0.981
KIF2C	TACC3	9606.ENSP00000361298	9606.ENSP00000326550	0	0	0	0	0.671	0.060	0	0.498	0.831
KIF2C	NEK2	9606.ENSP00000361298	9606.ENSP00000355966	0	0	0	0	0.895	0.058	0	0.519	0.948
KIF2C	UBE2T	9606.ENSP00000361298	9606.ENSP00000356243	0	0	0	0	0.590	0.077	0	0.140	0.646
KIF2C	MKI67	9606.ENSP00000361298	9606.ENSP00000357643	0	0	0	0	0.902	0.102	0	0.284	0.932
KIF2C	TTK	9606.ENSP00000361298	9606.ENSP00000358813	0	0	0	0	0.911	0.150	0	0.532	0.961
KIF2C	STIL	9606.ENSP00000361298	9606.ENSP00000360944	0	0	0	0	0.680	0	0	0.151	0.717
KIF2C	RAD54L	9606.ENSP00000361298	9606.ENSP00000361043	0	0	0	0	0.803	0.081	0	0.241	0.851
KIF2C	STMN2	9606.ENSP00000361298	9606.ENSP00000429243	0	0	0	0	0	0.104	0	0.372	0.413
KIF2C	MCM3	9606.ENSP00000361298	9606.ENSP00000480987	0	0	0	0	0.603	0.057	0	0.225	0.685
KIF2C	STMN1	9606.ENSP00000361298	9606.ENSP00000410452	0	0	0	0	0.202	0.104	0	0.623	0.707
KIF2C	TCF19	9606.ENSP00000361298	9606.ENSP00000365433	0	0	0	0	0.748	0	0	0	0.748
KIF2C	ZWINT	9606.ENSP00000361298	9606.ENSP00000363055	0	0	0	0	0.768	0.105	0	0.506	0.888
KIF2C	NUSAP1	9606.ENSP00000361298	9606.ENSP00000453403	0	0	0	0	0.907	0	0	0.466	0.948
KIF2C	KIF4A	9606.ENSP00000361298	9606.ENSP00000363524	0	0	0	0.666	0.891	0.056	0.500	0.789	0.958
KIF2C	TOP2A	9606.ENSP00000361298	9606.ENSP00000411532	0	0	0	0	0.941	0	0	0.478	0.968
KIF4A	TRIP13	9606.ENSP00000363524	9606.ENSP00000166345	0	0	0	0	0.808	0	0	0.333	0.867
KIF4A	POLE2	9606.ENSP00000363524	9606.ENSP00000216367	0	0	0	0	0.608	0	0	0.244	0.691
KIF4A	MYBL2	9606.ENSP00000363524	9606.ENSP00000217026	0	0	0	0	0.581	0	0	0.269	0.680
KIF4A	NCAPH	9606.ENSP00000363524	9606.ENSP00000240423	0	0	0	0	0.879	0.150	0	0.432	0.936
KIF4A	NCAPG	9606.ENSP00000363524	9606.ENSP00000251496	0	0	0	0	0.887	0.077	0	0.525	0.946
KIF4A	TROAP	9606.ENSP00000363524	9606.ENSP00000257909	0	0	0	0	0.823	0	0	0.260	0.863
KIF4A	NDC80	9606.ENSP00000363524	9606.ENSP00000261597	0	0	0	0	0.888	0.181	0	0.388	0.939
KIF4A	MCM4	9606.ENSP00000363524	9606.ENSP00000262105	0	0	0	0	0.887	0.057	0	0.262	0.914
KIF4A	PRR11	9606.ENSP00000363524	9606.ENSP00000262293	0	0	0	0	0.352	0.062	0	0.108	0.411
KIF4A	PKMYT1	9606.ENSP00000363524	9606.ENSP00000262300	0	0	0	0	0.549	0.102	0	0.151	0.626
KIF4A	MCM6	9606.ENSP00000363524	9606.ENSP00000264156	0	0	0	0	0.509	0.057	0	0.273	0.634
KIF4A	MCM2	9606.ENSP00000363524	9606.ENSP00000265056	0	0	0	0	0.756	0.057	0	0.223	0.805
KIF4A	SPDL1	9606.ENSP00000363524	9606.ENSP00000265295	0	0	0	0	0.616	0	0	0.102	0.640
KIF4A	NUF2	9606.ENSP00000363524	9606.ENSP00000271452	0	0	0	0	0.817	0.138	0	0.413	0.899
KIF4A	SKA1	9606.ENSP00000363524	9606.ENSP00000285116	0	0	0	0	0.630	0	0	0.431	0.780
KIF4A	TPX2	9606.ENSP00000363524	9606.ENSP00000300403	0	0	0	0	0.962	0	0	0.566	0.983
KIF4A	TACC3	9606.ENSP00000363524	9606.ENSP00000326550	0	0	0	0	0.628	0.060	0	0.135	0.672
KIF4A	NEK2	9606.ENSP00000363524	9606.ENSP00000355966	0	0	0	0	0.897	0.058	0	0.394	0.936
KIF4A	UBE2T	9606.ENSP00000363524	9606.ENSP00000356243	0	0	0	0	0.430	0.077	0	0.124	0.499
KIF4A	MKI67	9606.ENSP00000363524	9606.ENSP00000357643	0	0	0	0	0.865	0.102	0	0.254	0.902
KIF4A	TTK	9606.ENSP00000363524	9606.ENSP00000358813	0	0	0	0	0.864	0.150	0	0.392	0.923
KIF4A	STIL	9606.ENSP00000363524	9606.ENSP00000360944	0	0	0	0	0.573	0	0	0.149	0.621
KIF4A	RAD54L	9606.ENSP00000363524	9606.ENSP00000361043	0	0	0	0	0.574	0.081	0	0.150	0.638
KIF4A	ZWINT	9606.ENSP00000363524	9606.ENSP00000363055	0	0	0	0	0.741	0.105	0	0.371	0.841
KIF4A	STMN1	9606.ENSP00000363524	9606.ENSP00000410452	0	0	0	0	0.215	0.104	0	0.450	0.579
KIF4A	MCM3	9606.ENSP00000363524	9606.ENSP00000480987	0	0	0	0	0.875	0.057	0	0.255	0.904
KIF4A	NUSAP1	9606.ENSP00000363524	9606.ENSP00000453403	0	0	0	0	0.859	0	0	0.517	0.929
KIF4A	TOP2A	9606.ENSP00000363524	9606.ENSP00000411532	0	0	0	0	0.971	0	0	0.721	0.991
LAMA3	LAMA4	9606.ENSP00000324532	9606.ENSP00000230538	0	0	0	0.785	0.050	0	0.900	0.499	0.911
LAMA3	LAMC1	9606.ENSP00000324532	9606.ENSP00000258341	0	0	0	0.583	0.667	0.525	0.900	0.710	0.987
LAMA3	LAMC2	9606.ENSP00000324532	9606.ENSP00000264144	0	0	0	0.588	0.219	0.402	0.900	0.922	0.968
LAMA3	PAK7	9606.ENSP00000324532	9606.ENSP00000367686	0	0	0	0	0	0	0.900	0	0.900
LAMA4	POSTN	9606.ENSP00000230538	9606.ENSP00000369071	0	0	0	0	0.253	0	0	0.261	0.424
LAMA4	PAK7	9606.ENSP00000230538	9606.ENSP00000367686	0	0	0	0	0	0	0.900	0	0.900
LAMA4	LAMC2	9606.ENSP00000230538	9606.ENSP00000264144	0	0	0	0.549	0	0	0.900	0.807	0.936
LAMA4	LAMC1	9606.ENSP00000230538	9606.ENSP00000258341	0	0	0	0.550	0.117	0	0.900	0.733	0.937
LAMC1	PAK7	9606.ENSP00000258341	9606.ENSP00000367686	0	0	0	0	0	0	0.900	0.108	0.906
LAMC1	LAMC2	9606.ENSP00000258341	9606.ENSP00000264144	0	0	0	0.912	0.065	0	0.900	0.765	0.908
LAMC2	PAK7	9606.ENSP00000264144	9606.ENSP00000367686	0	0	0	0	0	0	0.900	0.059	0.901
LCN2	PI3	9606.ENSP00000362108	9606.ENSP00000243924	0	0	0	0	0.323	0	0	0.380	0.562
LCN2	LRP2	9606.ENSP00000362108	9606.ENSP00000263816	0	0	0	0	0	0.213	0	0.984	0.987
LCN2	MMP9	9606.ENSP00000362108	9606.ENSP00000361405	0	0	0	0	0.096	0.670	0.900	0.989	0.999
LCN2	PAEP	9606.ENSP00000362108	9606.ENSP00000417898	0	0	0	0	0.064	0	0	0.543	0.554
LCN2	SPP1	9606.ENSP00000362108	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.606	0.614
LEF1	SOX4	9606.ENSP00000265165	9606.ENSP00000244745	0	0	0	0	0.062	0.153	0.600	0.542	0.835
LEF1	LGR5	9606.ENSP00000265165	9606.ENSP00000266674	0	0	0	0	0	0.057	0	0.535	0.543
LEF1	NKD1	9606.ENSP00000265165	9606.ENSP00000268459	0	0	0	0	0.096	0.131	0	0.540	0.607
LEF1	TEAD2	9606.ENSP00000265165	9606.ENSP00000472109	0	0	0	0	0.063	0.153	0.800	0.202	0.856
LGR5	SOX9	9606.ENSP00000266674	9606.ENSP00000245479	0	0	0	0	0.069	0	0	0.696	0.705
LGR5	MSI1	9606.ENSP00000266674	9606.ENSP00000257552	0	0	0	0	0	0	0	0.672	0.672
LGR5	LYZ	9606.ENSP00000266674	9606.ENSP00000261267	0	0	0	0	0	0	0	0.481	0.481
LGR5	MKI67	9606.ENSP00000266674	9606.ENSP00000357643	0	0	0	0	0	0	0	0.538	0.538
LGR5	TSPAN8	9606.ENSP00000266674	9606.ENSP00000377003	0	0	0	0	0.123	0	0	0.565	0.602
LGR5	TNFRSF19	9606.ENSP00000266674	9606.ENSP00000371693	0	0	0	0	0.062	0	0	0.598	0.607
LGR5	LGR6	9606.ENSP00000266674	9606.ENSP00000356247	0	0	0	0.953	0	0.105	0.900	0.793	0.910
LGR6	SOX9	9606.ENSP00000356247	9606.ENSP00000245479	0	0	0	0	0	0	0	0.479	0.479
LOX	MKI67	9606.ENSP00000231004	9606.ENSP00000357643	0	0	0	0	0.081	0	0	0.398	0.423
LOX	THY1	9606.ENSP00000231004	9606.ENSP00000284240	0	0	0	0	0.109	0	0	0.398	0.441
LOX	SOX9	9606.ENSP00000231004	9606.ENSP00000245479	0	0	0	0	0.070	0	0	0.425	0.442
LOX	SPP1	9606.ENSP00000231004	9606.ENSP00000378517	0	0	0	0	0.065	0	0	0.466	0.479
LOX	STC2	9606.ENSP00000231004	9606.ENSP00000265087	0	0	0	0	0.181	0	0	0.408	0.495
LOX	VCAN	9606.ENSP00000231004	9606.ENSP00000265077	0	0	0	0	0.076	0	0	0.513	0.531
LOX	P4HA2	9606.ENSP00000231004	9606.ENSP00000384999	0	0	0	0	0.159	0	0	0.469	0.534
LOX	MMP9	9606.ENSP00000231004	9606.ENSP00000361405	0	0	0	0	0.062	0	0	0.607	0.616
LOX	POSTN	9606.ENSP00000231004	9606.ENSP00000369071	0	0	0	0	0.428	0	0	0.608	0.766
LOX	LOXL2	9606.ENSP00000231004	9606.ENSP00000373783	0	0	0	0.817	0.252	0.234	0.900	0.840	0.947
